OrgType,OrgCode,OrgName,VariableType,VariableA,VariableB,CountTherapyEndTreatment_LI_GuidedSelfHelpBook,CountTherapyEndTreatment_LI_NonGuidedSelfHelpBook,CountTherapyEndTreatment_LI_GuidedSelfHelpComputer,CountTherapyEndTreatment_LI_NonGuidedSelfHelpComputer,CountTherapyEndTreatment_LI_StructuredPhysicalActivity,CountTherapyEndTreatment_LI_PsychoEducationalPeerSupport,CountTherapyEndTreatment_LI_Signposting,CountTherapyEndTreatment_LI_Other,CountTherapyEndTreatment_HI_AppliedRelaxation,CountTherapyEndTreatment_HI_CouplesTherapyForDepression,CountTherapyEndTreatment_HI_CollaborativeCare,CountTherapyEndTreatment_HI_CounsellingForDepression,CountTherapyEndTreatment_HI_ShortTermPsychoDynamicPsychotherapy,CountTherapyEndTreatment_HI_EyeMovementDesensitisationReprocessing,CountTherapyEndTreatment_HI_Mindfulness,CountTherapyEndTreatment_HI_CognitiveBehaviourTherapy,CountTherapyEndTreatment_HI_InterpersonalPsychoTherapy,CountTherapyEndTreatment_HI_InternetEnabledTherapy,CountTherapyEndTreatment_HI_Other,CountTherapyEndTreatment_EmploymentSupport,CountTherapyEndTreatment_LastNotStated
CCG,06P,NHS LUTON CCG,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06P,NHS LUTON CCG,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,20,*,*,*,5,*,*,*,*,*
CCG,06P,NHS LUTON CCG,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06P,NHS LUTON CCG,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,*,*,*,*,*,*
CCG,06P,NHS LUTON CCG,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06P,NHS LUTON CCG,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),*,*,25,*,*,*,*,165,*,*,*,15,*,15,*,460,*,10,*,*,70
CCG,06P,NHS LUTON CCG,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06P,NHS LUTON CCG,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06P,NHS LUTON CCG,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06P,NHS LUTON CCG,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06P,NHS LUTON CCG,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,85,*,*,*,*,*,*,*,*,5,*,10,*,270,*,*,*,*,380
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help book,20,5,*,*,*,*,*,*,*,*,*,*,*,*,*,30,*,*,*,*,30
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,325,110,*,120,*,25,*,*,*,*,*,10,*,*,*,260,*,35,*,*,615
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,15,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Other low intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),45,20,*,5,*,10,*,*,*,*,*,5,*,*,*,175,*,*,5,*,195
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,*,*,5
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06Q,NHS MID ESSEX CCG,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,*,55,*,*,565
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help book,15,*,5,*,*,5,*,*,*,*,*,5,*,*,*,30,*,*,*,*,30
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,220,50,10,145,*,60,*,*,*,*,*,50,10,*,*,385,5,20,10,*,535
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Other low intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),10,5,*,*,*,5,*,*,*,*,*,10,5,*,*,160,*,*,5,*,150
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,*,*,*,*,15
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,06T,NHS NORTH EAST ESSEX CCG,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,*,55,*,*,600
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help book,20,*,*,*,*,*,*,*,*,*,*,10,*,*,*,25,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,400,30,165,*,*,15,*,145,*,20,*,340,70,90,*,930,*,45,45,*,10
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,Low intensity,Other low intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),*,*,*,*,*,*,*,*,*,*,*,5,*,*,*,25,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07G,NHS THURROCK CCG,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help book,10,*,*,10,*,*,*,*,*,*,*,*,*,*,*,55,*,*,*,*,30
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,15,5,*,30,*,*,*,*,*,*,*,5,*,*,*,60,*,15,*,*,120
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,Low intensity,Other low intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),50,15,*,145,*,15,*,*,*,*,*,60,*,*,*,355,5,15,*,*,320
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07H,NHS WEST ESSEX CCG,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,40,*,*,325
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help book,790,*,*,*,*,*,*,345,*,*,*,170,*,20,*,465,10,5,*,5,10
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,Low intensity,Other low intensity,30,*,*,*,*,*,*,25,*,*,*,*,*,*,*,10,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),10,*,*,*,*,*,*,10,*,*,*,*,*,*,*,25,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07K,NHS WEST SUFFOLK CCG,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help book,625,25,*,*,*,50,*,135,*,5,*,20,*,5,*,560,10,*,*,*,80
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,200,25,5,*,*,15,*,20,*,*,*,*,*,*,*,40,*,*,*,*,30
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,Low intensity,Other low intensity,50,*,*,*,*,*,*,20,*,*,*,*,*,*,*,30,*,*,*,*,10
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),120,5,*,*,*,10,*,20,*,*,*,*,*,*,*,140,*,*,*,*,15
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,07L,NHS BARKING AND DAGENHAM CCG,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,15,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10
CCG,07P,NHS BRENT CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help book,395,*,*,*,*,*,*,225,*,5,*,*,*,*,*,350,*,*,315,*,5
CCG,07P,NHS BRENT CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
